ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,default payment next month (y-truth),Final Calculation,Profit - Status,Favor/Unfavor(y-pred)
410,20000,1,2,2,40,0,13.195,approved,unfavorable
229,160000,2,1,2,40,0,100,approved,favorable
682,160000,1,4,1,40,0,93.76375,approved,favorable
12,300000,1,1,1,40,0,100,approved,favorable
525,100000,2,2,1,40,0,13.926,approved,unfavorable
278,60000,2,3,2,40,0,43.42,approved,unfavorable
100,150000,2,1,2,40,0,10.61733333,approved,unfavorable
337,270000,2,2,1,40,1,80.97888889,rejected,favorable
5,20000,2,2,2,40,0,8.925,approved,unfavorable
314,250000,2,2,1,40,0,97.1748,approved,favorable
325,290000,2,1,1,40,0,100,approved,favorable
553,170000,2,1,2,40,0,104.7682353,approved,favorable
65,50000,1,2,2,40,0,52.868,approved,favorable
404,30000,2,3,2,40,0,97.4,approved,favorable
11,110000,1,1,1,40,1,90,rejected,favorable
203,130000,1,1,1,40,0,81.63461538,approved,favorable
52,160000,1,1,1,40,0,100.354375,approved,favorable
534,230000,2,2,1,40,0,100,approved,favorable
377,200000,2,3,1,40,0,79.2,approved,favorable
580,20000,1,2,1,40,0,43.235,approved,unfavorable
238,450000,1,1,1,40,0,96.38555556,approved,favorable
112,100000,1,2,1,40,0,63.404,approved,favorable
515,210000,2,1,1,40,0,78.51952381,approved,favorable
838,140000,2,2,2,40,0,101.3478571,approved,favorable
572,50000,2,1,1,40,0,6.562,approved,unfavorable
535,50000,2,2,2,40,0,15.362,approved,unfavorable
656,20000,2,3,2,40,0,8.78,approved,unfavorable
811,190000,2,1,2,40,0,37.96684211,approved,unfavorable
24,80000,2,3,1,40,0,57.925,approved,favorable
724,190000,2,1,2,40,0,100,approved,favorable
83,50000,1,2,2,40,0,55.438,approved,favorable
801,200000,2,1,1,40,0,102.1015,approved,favorable
512,70000,1,2,1,40,0,93.76,approved,favorable
184,30000,2,2,1,40,1,5.75,rejected,unfavorable
47,390000,1,2,1,40,0,-8.63,approved,unfavorable
309,50000,2,2,2,40,0,77.586,approved,favorable
31,200000,1,1,2,40,0,99.4635,approved,favorable
800,210000,2,1,1,40,0,96.40857143,approved,favorable
651,150000,2,2,1,40,0,99.23066667,approved,favorable
405,30000,1,1,1,40,1,88,rejected,favorable
562,200000,2,1,2,40,0,96.3645,approved,favorable
588,20000,1,2,2,40,0,152.89,approved,favorable
753,10000,1,1,1,40,1,104.33,rejected,favorable
258,150000,2,1,2,40,1,86.34866667,rejected,favorable
662,210000,2,1,1,40,0,100,approved,favorable
745,110000,2,2,2,40,1,-8.467272727,rejected,unfavorable
678,30000,1,2,1,40,1,31.99666667,rejected,unfavorable
287,360000,2,1,1,40,0,97.16388889,approved,favorable
619,60000,2,2,1,40,0,51.38666667,approved,favorable
558,230000,2,2,1,40,0,86.1273913,approved,favorable
803,60000,2,2,1,40,1,48.77,rejected,unfavorable
441,350000,2,2,2,40,0,98.68771429,approved,favorable
778,150000,1,2,1,40,1,-1.884,rejected,unfavorable
211,80000,1,2,1,40,0,76.45875,approved,favorable
339,180000,1,1,2,40,0,34.61888889,approved,unfavorable
232,150000,1,1,1,40,0,20.44866667,approved,unfavorable
79,220000,2,1,1,40,0,100,approved,favorable
751,300000,1,1,1,40,0,100,approved,favorable
126,470000,2,2,2,40,0,43.20680851,approved,unfavorable
16,400000,2,1,2,40,0,85.464,approved,favorable
823,360000,2,2,2,40,0,100.3933333,approved,favorable
772,30000,1,2,1,40,1,41.47666667,rejected,unfavorable
792,400000,2,3,1,40,0,101.3875,approved,favorable
737,170000,2,3,1,40,0,6.761764706,approved,unfavorable
218,90000,2,2,3,40,0,3.597777778,approved,unfavorable
253,180000,2,3,2,40,1,90,rejected,favorable
683,360000,1,2,1,40,0,96.4825,approved,favorable
669,360000,2,2,1,40,0,97.84388889,approved,favorable
529,220000,2,3,2,40,0,3.502727273,approved,unfavorable
260,120000,2,2,1,40,0,12.08416667,approved,unfavorable
436,100000,2,1,1,40,1,-7.229,rejected,unfavorable
709,500000,1,1,2,40,0,99.7192,approved,favorable
3,360000,2,1,1,40,1,64.12027778,rejected,favorable
94,160000,1,1,1,40,0,85.899375,approved,favorable
447,110000,2,3,1,40,0,63.69,approved,favorable
283,200000,1,5,2,40,0,145.941,approved,favorable
632,70000,2,2,2,40,1,0.881428571,rejected,unfavorable
263,20000,1,2,1,40,1,-10.69,rejected,unfavorable
386,390000,2,1,1,40,0,152.894359,approved,favorable
7,50000,2,3,1,40,0,4.918,approved,unfavorable
708,170000,1,2,1,40,0,15.99352941,approved,unfavorable
805,300000,2,1,1,40,0,69.46566667,approved,favorable
63,320000,1,1,2,40,0,11.030625,approved,unfavorable
523,300000,2,2,1,40,0,99.17666667,approved,favorable
699,470000,1,1,1,40,0,42.15617021,approved,unfavorable
456,120000,1,2,1,40,0,9.971666667,approved,unfavorable
193,500000,2,2,1,40,0,99.5538,approved,favorable
633,460000,2,1,1,40,1,89.42391304,rejected,favorable
585,160000,1,1,1,40,1,90.3125,rejected,favorable
844,200000,2,1,1,40,0,100.357,approved,favorable
438,30000,2,3,1,40,1,3.216666667,rejected,unfavorable
560,170000,2,2,2,40,0,33.45470588,approved,unfavorable
648,180000,2,2,1,40,0,20.63277778,approved,unfavorable
453,210000,1,1,2,40,1,90,rejected,favorable
362,240000,2,2,1,40,1,90,rejected,favorable
680,230000,1,5,2,40,0,50.1173913,approved,favorable
122,170000,2,3,1,40,0,58.75235294,approved,favorable
182,10000,1,3,0,40,0,31.14,approved,unfavorable
653,60000,2,2,1,40,0,7.788333333,approved,unfavorable
473,300000,2,2,2,40,0,99.98533333,approved,favorable
589,210000,1,1,1,40,0,89.3347619,approved,favorable
243,50000,1,2,2,40,0,34.386,approved,unfavorable
461,200000,1,1,2,40,0,68.874,approved,favorable
275,70000,2,2,2,40,0,11.54571429,approved,unfavorable
723,190000,2,2,2,40,1,-2.033684211,rejected,unfavorable
466,150000,1,3,1,40,0,22.304,approved,unfavorable
104,100000,2,3,1,40,0,53.161,approved,favorable
46,20000,1,3,2,40,0,52.27,approved,favorable
422,120000,1,2,2,40,1,41.74333333,rejected,unfavorable
152,200000,2,1,1,40,0,101.436,approved,favorable
51,260000,2,2,1,40,0,14.15846154,approved,unfavorable
861,20000,1,2,3,40,0,26.755,approved,unfavorable
581,50000,1,2,2,40,1,0.188,rejected,unfavorable
478,310000,2,2,1,40,0,99.01225806,approved,favorable
219,220000,1,2,1,40,0,99.40909091,approved,favorable
328,260000,2,2,1,40,0,48.56461538,approved,unfavorable
369,320000,1,1,1,40,0,100,approved,favorable
536,30000,2,2,1,40,1,-7.41,rejected,unfavorable
607,160000,1,1,1,40,1,89.36,rejected,favorable
721,120000,2,3,1,40,0,20.91666667,approved,unfavorable
376,180000,2,2,1,40,0,99.82444444,approved,favorable
854,40000,1,2,1,40,1,4.09,rejected,unfavorable
414,50000,1,1,2,40,0,51.666,approved,favorable
679,320000,1,1,1,40,0,96.4853125,approved,favorable
826,140000,2,1,1,40,0,100.8714286,approved,favorable
799,280000,2,2,3,40,0,-1.210714286,approved,unfavorable
611,150000,1,2,1,40,0,8.542666667,approved,unfavorable
201,200000,2,1,1,40,0,95.833,approved,favorable
194,260000,2,2,2,40,0,12.09038462,approved,unfavorable
501,120000,1,2,1,40,0,71.94083333,approved,favorable
720,340000,2,3,1,40,0,44.88823529,approved,unfavorable
557,80000,2,2,1,40,0,102.1,approved,favorable
117,120000,2,2,1,40,0,38.41666667,approved,unfavorable
748,180000,2,2,1,40,1,89.56888889,rejected,favorable
443,210000,2,1,1,40,0,100,approved,favorable
197,50000,1,1,1,40,0,2.716,approved,unfavorable
310,70000,2,2,1,40,0,41.41571429,approved,unfavorable
348,200000,1,2,2,40,0,92.397,approved,favorable
89,200000,1,3,2,40,0,100.7045,approved,favorable
593,240000,1,3,1,40,0,96.9675,approved,favorable
165,300000,2,1,1,40,0,97.673,approved,favorable
455,80000,1,3,2,40,0,-0.94125,approved,unfavorable
273,260000,1,1,1,40,0,99.89384615,approved,favorable
429,180000,2,2,1,40,0,88.62333333,approved,favorable
4,30000,2,1,2,40,0,100.71,approved,favorable
630,70000,2,2,1,40,0,100.5571429,approved,favorable
388,500000,2,2,1,40,0,52.0332,approved,favorable
374,200000,2,2,1,40,0,96.5355,approved,favorable
295,80000,2,3,1,40,0,2.43125,approved,unfavorable
767,160000,1,5,2,40,0,9.63125,approved,unfavorable
499,360000,1,2,2,40,0,92.90777778,approved,favorable
469,110000,1,2,2,40,0,8.677272727,approved,unfavorable
171,220000,1,1,1,40,0,50.18318182,approved,favorable
427,100000,1,2,2,40,0,19.437,approved,unfavorable
609,400000,1,5,2,40,0,57.10675,approved,favorable
411,100000,1,1,2,40,0,7.418,approved,unfavorable
508,240000,1,3,2,40,0,1.325,approved,unfavorable
728,290000,2,1,1,40,0,36.40275862,approved,unfavorable
292,380000,1,2,1,40,0,97.29710526,approved,favorable
449,200000,2,2,3,40,1,33.0835,rejected,unfavorable
594,240000,1,5,1,40,0,92.81625,approved,favorable
344,280000,2,1,1,40,0,26.67142857,approved,unfavorable
640,60000,2,3,2,40,0,98.82333333,approved,favorable
819,80000,2,3,0,40,0,104.825,approved,favorable
230,420000,2,2,1,40,1,89.74761905,rejected,favorable
286,290000,2,1,1,40,1,92.10206897,rejected,favorable
701,70000,1,2,2,40,1,-3.805714286,rejected,unfavorable
353,400000,1,2,1,40,1,-11.3415,rejected,unfavorable
483,20000,2,2,1,40,0,53.375,approved,favorable
568,390000,2,4,1,40,0,51.78153846,approved,favorable
53,290000,2,2,1,40,1,-0.985517241,rejected,unfavorable
284,50000,1,3,1,40,0,51.818,approved,favorable
59,50000,1,2,1,40,0,7.636,approved,unfavorable
668,200000,2,1,1,40,0,95.9985,approved,favorable
532,120000,2,2,1,40,1,46.73666667,rejected,unfavorable
700,30000,1,2,1,40,0,22.24,approved,unfavorable
134,200000,2,2,2,40,0,79.736,approved,favorable
307,200000,1,1,1,40,0,99.5055,approved,favorable
540,50000,2,2,2,40,0,91.43,approved,favorable
493,110000,2,2,1,40,0,80.18909091,approved,favorable
755,250000,1,1,1,40,0,100,approved,favorable
787,200000,2,1,1,40,0,98.791,approved,favorable
424,250000,1,2,1,40,1,63.9652,rejected,favorable
726,30000,2,3,1,40,1,46.07666667,rejected,unfavorable
188,200000,2,2,1,40,0,89.9675,approved,favorable
127,120000,2,2,1,40,0,85.44833333,approved,favorable
567,420000,2,2,1,40,0,76.58190476,approved,favorable
674,300000,2,2,1,40,0,100,approved,favorable
204,210000,2,1,1,40,0,5.272857143,approved,unfavorable
268,180000,1,2,1,40,0,4.675555556,approved,unfavorable
413,20000,1,3,2,40,0,54.6,approved,favorable
468,200000,1,0,2,40,0,100,approved,favorable
226,220000,1,2,1,40,0,9.797272727,approved,unfavorable
777,300000,1,2,1,40,0,92.50266667,approved,favorable
26,80000,2,2,2,40,0,31.045,approved,unfavorable
637,150000,2,2,1,40,0,89.32066667,approved,favorable
596,230000,1,1,1,40,0,100.803913,approved,favorable
626,350000,2,1,1,40,0,99.06114286,approved,favorable
322,80000,2,3,1,40,1,76.66125,rejected,favorable
689,310000,1,1,1,40,0,100.0483871,approved,favorable
75,80000,2,3,1,40,0,9.665,approved,unfavorable
781,50000,1,2,1,40,1,29.496,rejected,unfavorable
74,170000,1,1,1,40,1,90.12352941,rejected,favorable
384,60000,2,2,1,40,0,13.28333333,approved,unfavorable
111,240000,2,3,2,40,1,-1.507916667,rejected,unfavorable
27,110000,1,1,1,40,0,96.81727273,approved,favorable
759,720000,1,1,1,40,1,48.36472222,rejected,unfavorable
498,330000,1,1,1,40,0,10.13484848,approved,unfavorable
440,90000,2,3,1,40,0,87.84666667,approved,favorable
368,230000,2,2,2,40,0,70.54695652,approved,favorable
675,220000,2,2,1,40,0,102.7995455,approved,favorable
622,40000,2,3,1,40,1,99.785,rejected,favorable
571,290000,2,2,2,40,0,15.05689655,approved,unfavorable
173,150000,1,2,1,40,0,10.202,approved,unfavorable
514,210000,2,3,1,40,0,25.44190476,approved,unfavorable
106,100000,2,2,1,40,0,100,approved,favorable
22,220000,1,2,1,40,0,99.92818182,approved,favorable
174,140000,2,1,1,40,0,54.09214286,approved,favorable
2,450000,1,1,1,40,1,90,rejected,favorable
779,140000,1,2,1,40,1,-5.955,rejected,unfavorable
68,80000,2,2,2,40,0,82.6025,approved,favorable
217,400000,2,2,2,40,0,100,approved,favorable
722,120000,2,2,2,40,0,100.1666667,approved,favorable
489,50000,2,2,1,40,0,107.058,approved,favorable
503,170000,1,2,1,40,0,99.3,approved,favorable
664,200000,2,2,1,40,0,99.7345,approved,favorable
321,80000,2,3,1,40,0,75.31875,approved,favorable
732,60000,2,2,1,40,0,4.648333333,approved,unfavorable
379,230000,2,2,1,40,0,100,approved,favorable
224,200000,1,2,1,40,0,69.2915,approved,favorable
516,50000,2,2,1,40,0,7.9,approved,unfavorable
696,430000,1,1,2,40,0,101.4413953,approved,favorable
315,130000,1,3,1,40,0,98.45,approved,favorable
141,50000,2,3,1,40,1,51.138,rejected,favorable
743,110000,2,2,1,40,0,19.06545455,approved,unfavorable
222,210000,2,2,1,40,0,94.28809524,approved,favorable
371,80000,1,2,1,40,0,93.0075,approved,favorable
485,180000,2,2,1,40,0,101.1,approved,favorable
319,350000,2,1,2,40,0,100.184,approved,favorable
378,30000,2,2,2,40,0,96.85333333,approved,favorable
798,50000,2,3,1,40,0,13.106,approved,unfavorable
298,10000,2,2,1,40,1,25.19,rejected,unfavorable
80,210000,2,3,1,40,0,101.1819048,approved,favorable
351,200000,1,1,1,40,1,89.1285,rejected,favorable
236,360000,1,1,1,40,0,105.4441667,approved,favorable
25,20000,2,3,1,40,0,85.27,approved,favorable
249,200000,2,2,1,40,0,102.8835,approved,favorable
814,240000,2,1,1,40,0,104.1520833,approved,favorable
602,380000,1,1,1,40,0,41.64236842,approved,unfavorable
340,200000,2,1,2,40,1,90,rejected,favorable
583,20000,1,3,1,40,1,39.15,rejected,unfavorable
179,470000,2,1,2,40,1,86.59574468,rejected,favorable
169,240000,2,1,1,40,1,88.95833333,rejected,favorable
618,120000,2,2,2,40,0,76.23583333,approved,favorable
336,340000,2,1,1,40,0,127.0767647,approved,favorable
398,130000,1,3,3,40,0,34.84076923,approved,unfavorable
763,200000,1,3,1,40,0,-2.504,approved,unfavorable
357,660000,1,1,2,40,0,79.40651515,approved,favorable
185,190000,2,2,1,40,0,10.90736842,approved,unfavorable
426,50000,1,3,2,40,1,6.94,rejected,unfavorable
791,250000,2,1,1,40,0,99.5064,approved,favorable
282,320000,1,1,1,40,0,107.280625,approved,favorable
331,270000,2,1,1,40,0,105.5718519,approved,favorable
8,20000,1,1,2,40,0,60.33,approved,favorable
788,360000,2,2,1,40,0,99.55277778,approved,favorable
149,20000,2,2,2,40,0,73.055,approved,favorable
154,230000,1,1,1,40,0,100,approved,favorable
810,60000,2,2,1,40,0,8.556666667,approved,unfavorable
639,230000,2,2,2,40,0,31.69434783,approved,unfavorable
421,80000,2,3,2,40,1,-11.78,rejected,unfavorable
385,150000,2,1,2,40,0,100.2513333,approved,favorable
301,260000,2,2,1,40,0,100.0030769,approved,favorable
168,300000,1,2,1,40,0,96.157,approved,favorable
621,30000,2,3,3,40,0,37.54,approved,unfavorable
200,200000,2,1,2,40,0,100.2165,approved,favorable
490,130000,2,1,1,40,0,100.0015385,approved,favorable
744,380000,2,1,2,40,1,89.52631579,rejected,favorable
528,300000,2,3,1,40,1,90,rejected,favorable
172,250000,2,2,2,40,0,99.1924,approved,favorable
437,80000,2,3,1,40,1,72.18375,rejected,favorable
235,140000,2,2,1,40,0,4.827857143,approved,unfavorable
342,160000,2,2,2,40,0,100.2325,approved,favorable
815,50000,2,2,1,40,1,30.132,rejected,unfavorable
272,210000,2,2,1,40,0,101.4485714,approved,favorable
61,30000,2,3,2,40,0,115.9933333,approved,favorable
105,100000,2,2,1,40,1,85.465,rejected,favorable
657,90000,2,2,1,40,1,84.53555556,rejected,favorable
178,450000,2,1,1,40,0,100,approved,favorable
663,140000,2,1,1,40,1,65.45785714,rejected,favorable
794,210000,2,5,1,40,1,-4.431904762,rejected,unfavorable
432,170000,1,5,1,40,0,118.4676471,approved,favorable
505,360000,1,1,2,40,0,99.60083333,approved,favorable
271,170000,1,3,1,40,0,96.91588235,approved,favorable
773,420000,1,1,1,40,0,99.02142857,approved,favorable
715,50000,1,2,1,40,0,1.328,approved,unfavorable
157,50000,1,2,1,40,0,72.974,approved,favorable
383,200000,1,2,1,40,0,100.634,approved,favorable
866,290000,1,1,2,40,0,72.20448276,approved,favorable
119,220000,2,1,2,40,0,99.39,approved,favorable
677,70000,1,2,1,40,0,59.05,approved,favorable
597,80000,1,2,1,40,0,14.28625,approved,unfavorable
308,450000,2,1,2,40,0,102.1513333,approved,favorable
676,120000,2,2,1,40,0,2.275,approved,unfavorable
858,320000,1,1,1,40,0,101.72125,approved,favorable
450,220000,2,1,1,40,0,74.82454545,approved,favorable
164,150000,2,2,1,40,0,74.30133333,approved,favorable
551,230000,2,5,2,40,0,100,approved,favorable
160,120000,1,2,1,40,0,24.445,approved,unfavorable
324,90000,2,2,2,40,0,166.6144444,approved,favorable
250,200000,1,1,1,40,0,105.31,approved,favorable
862,50000,1,3,2,40,0,2.108,approved,unfavorable
33,260000,2,2,1,40,0,100.1315385,approved,favorable
312,80000,1,2,2,40,0,2.11125,approved,unfavorable
504,110000,1,2,1,40,0,74.92,approved,favorable
749,210000,2,1,2,40,0,74.80761905,approved,favorable
845,50000,1,1,1,40,0,8.644,approved,unfavorable
242,100000,2,3,1,40,0,6.737,approved,unfavorable
519,100000,2,1,1,40,1,29.578,rejected,unfavorable
620,160000,2,2,1,40,0,17.9025,approved,unfavorable
1469,200000,2,5,1,41,0,100,approved,favorable
896,410000,2,2,1,41,1,7.096097561,rejected,unfavorable
1079,260000,2,2,1,41,0,100.3246154,approved,favorable
1541,500000,1,2,1,41,0,66.1766,approved,favorable
1661,290000,2,2,1,41,0,99.23068966,approved,favorable
1248,390000,1,1,2,41,0,98.63692308,approved,favorable
977,200000,2,3,1,41,0,100.07,approved,favorable
1146,200000,2,1,1,41,0,100,approved,favorable
1135,100000,1,2,1,41,0,3.216,approved,unfavorable
1191,240000,2,2,1,41,1,32.78041667,rejected,unfavorable
1033,100000,2,2,1,41,0,100.39,approved,favorable
1628,180000,2,3,2,41,0,30.42222222,approved,unfavorable
1406,440000,2,2,1,41,0,24.00204545,approved,unfavorable
1296,110000,2,2,1,41,0,-60.14909091,approved,unfavorable
1030,80000,2,2,1,41,0,11.59,approved,unfavorable
1367,210000,2,2,1,41,0,100,approved,favorable
1054,200000,2,2,1,41,0,100.39,approved,favorable
1306,70000,2,2,1,41,1,22.2,rejected,unfavorable
1449,240000,1,1,2,41,0,126.6954167,approved,favorable
875,30000,1,1,2,41,0,30.47666667,approved,unfavorable
1321,10000,1,3,1,41,0,-7.11,approved,unfavorable
1222,390000,1,1,1,41,1,48.84717949,rejected,unfavorable
878,220000,2,2,1,41,1,89.85227273,rejected,favorable
1180,170000,1,1,1,41,1,83.8,rejected,favorable
1188,120000,1,2,1,41,0,68.66166667,approved,favorable
981,450000,1,3,2,41,0,43.97533333,approved,unfavorable
1564,230000,2,1,2,41,0,99.92304348,approved,favorable
1396,10000,2,3,1,41,1,71.62,rejected,favorable
1369,250000,2,2,2,41,0,99.8752,approved,favorable
898,200000,2,1,1,41,0,96.094,approved,favorable
1520,160000,1,1,1,41,0,61.408125,approved,favorable
954,70000,2,2,1,41,1,21.08428571,rejected,unfavorable
1505,160000,2,1,1,41,0,-4.066875,approved,unfavorable
1213,360000,2,1,1,41,1,90.02916667,rejected,favorable
1134,160000,1,2,1,41,1,88.4225,rejected,favorable
963,90000,2,2,2,41,0,48.89444444,approved,unfavorable
1678,50000,1,2,1,41,0,12.988,approved,unfavorable
1639,370000,2,2,1,41,0,102.2454054,approved,favorable
890,280000,1,1,1,41,0,104.7571429,approved,favorable
1558,150000,2,3,1,41,0,135.3166667,approved,favorable
1624,160000,2,1,1,41,0,89.708125,approved,favorable
1513,80000,1,1,1,41,0,96.31375,approved,favorable
1671,80000,1,2,2,41,0,27.39625,approved,unfavorable
1017,80000,2,2,2,41,0,21.18375,approved,unfavorable
1410,360000,2,3,2,41,0,100.0222222,approved,favorable
1304,80000,2,3,1,41,0,96.8975,approved,favorable
1273,180000,1,1,2,41,0,44.94111111,approved,unfavorable
1078,390000,2,2,1,41,0,105.4264103,approved,favorable
1431,160000,1,1,1,41,1,89.65875,rejected,favorable
1444,50000,1,2,1,41,0,4.528,approved,unfavorable
931,50000,2,2,2,41,0,13.234,approved,unfavorable
1143,300000,2,3,1,41,0,100,approved,favorable
1428,200000,1,3,1,41,1,7.5355,rejected,unfavorable
1110,50000,1,3,1,41,1,-15.91,rejected,unfavorable
1205,30000,1,2,1,41,0,112.6233333,approved,favorable
1284,80000,1,3,1,41,1,-18.6175,rejected,unfavorable
1480,50000,2,2,1,41,1,46.724,rejected,unfavorable
903,300000,1,2,2,41,0,88.99733333,approved,favorable
1637,50000,2,2,1,41,1,47.67,rejected,unfavorable
1562,80000,2,3,2,41,0,4.38375,approved,unfavorable
1051,220000,1,1,1,41,0,103.1045455,approved,favorable
1137,120000,1,1,2,41,0,10.17,approved,unfavorable
