ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,default payment next month (y-truth),Final Calculation,Profit - Status,Favor/Unfavor(y-pred)
525,20000,2,2,2,22,0,26.735,approved,unfavorable
609,20000,2,2,2,22,0,4.255,approved,unfavorable
596,20000,2,1,2,22,0,32.915,approved,unfavorable
616,50000,2,2,1,22,0,8.776,approved,unfavorable
207,10000,1,1,2,22,1,60.54,rejected,favorable
289,60000,1,2,2,22,0,57.83333333,approved,favorable
185,50000,2,2,2,22,1,1.082,rejected,unfavorable
215,50000,2,1,2,22,0,7.066,approved,unfavorable
187,80000,2,2,2,22,0,47.4,approved,unfavorable
73,50000,2,3,2,22,1,4.138,rejected,unfavorable
317,70000,2,2,2,22,0,184.2528571,approved,favorable
427,20000,2,2,2,22,0,58.335,approved,favorable
285,10000,2,3,2,22,0,35.46,approved,unfavorable
366,50000,2,1,2,22,1,60.474,rejected,favorable
198,20000,2,2,2,22,1,78.495,rejected,favorable
449,50000,2,2,2,22,1,0.054,rejected,unfavorable
164,20000,2,2,2,22,1,-7.645,rejected,unfavorable
492,30000,2,2,2,22,1,-4.746666667,rejected,unfavorable
502,20000,2,1,2,22,1,25.845,rejected,unfavorable
375,30000,1,2,2,22,0,3.883333333,approved,unfavorable
431,130000,1,2,2,22,0,11.63230769,approved,unfavorable
183,50000,1,2,2,22,0,1.914,approved,unfavorable
88,10000,1,2,2,22,1,30.4,rejected,unfavorable
447,20000,2,1,2,22,0,52.62,approved,favorable
505,30000,2,2,2,22,0,23.75333333,approved,unfavorable
340,20000,1,2,1,22,0,10.645,approved,unfavorable
598,20000,2,3,2,22,1,8.095,rejected,unfavorable
571,20000,2,2,2,22,1,90.5,rejected,favorable
251,30000,2,2,1,22,1,45.75333333,rejected,unfavorable
612,20000,2,1,2,22,1,29.16,rejected,unfavorable
398,30000,1,2,2,22,1,86.5,rejected,favorable
341,30000,2,2,2,22,0,16.12333333,approved,unfavorable
622,10000,1,3,3,22,1,8.15,rejected,unfavorable
614,30000,2,3,2,22,0,3.996666667,approved,unfavorable
415,50000,2,1,2,22,0,14.778,approved,unfavorable
253,10000,2,2,2,22,0,194.72,approved,favorable
220,80000,2,2,2,22,0,2.295,approved,unfavorable
162,30000,2,2,2,22,1,-5.526666667,rejected,unfavorable
325,20000,2,1,2,22,0,86.73,approved,favorable
528,50000,2,1,2,22,1,-10.69,rejected,unfavorable
451,80000,2,2,2,22,1,88.44125,rejected,favorable
70,20000,1,5,2,22,0,7.175,approved,unfavorable
293,10000,2,2,1,22,0,25.73,approved,unfavorable
304,30000,1,1,2,22,0,54.01333333,approved,favorable
112,20000,2,1,2,22,0,8.08,approved,unfavorable
469,30000,2,2,2,22,0,10.56333333,approved,unfavorable
291,20000,1,2,2,22,0,105.17,approved,favorable
537,50000,1,2,2,22,0,95.092,approved,favorable
281,50000,2,3,2,22,0,78.884,approved,favorable
336,50000,2,2,2,22,0,15.91,approved,unfavorable
254,80000,2,1,2,22,0,6.465,approved,unfavorable
540,20000,1,1,2,22,1,0.5,rejected,unfavorable
457,30000,2,3,1,22,0,27.38333333,approved,unfavorable
559,50000,2,1,2,22,0,86.236,approved,favorable
356,20000,2,1,2,22,1,-13.36,rejected,unfavorable
97,50000,2,2,2,22,1,-7.268,rejected,unfavorable
206,20000,1,2,2,22,0,100.25,approved,favorable
613,10000,2,2,2,22,0,47.94,approved,unfavorable
202,20000,1,3,2,22,1,22.87,rejected,unfavorable
474,50000,2,1,2,22,0,95.168,approved,favorable
522,120000,2,2,1,22,0,0.398333333,approved,unfavorable
511,70000,2,1,1,22,0,12.24,approved,unfavorable
573,30000,2,2,1,22,0,97.65333333,approved,favorable
479,20000,1,2,2,22,1,14.34,rejected,unfavorable
380,20000,2,2,1,22,1,25.7,rejected,unfavorable
429,10000,1,2,2,22,1,21.71,rejected,unfavorable
512,50000,2,2,2,22,0,4.434,approved,unfavorable
555,50000,1,2,2,22,0,20.754,approved,unfavorable
490,20000,2,3,1,22,0,24.62,approved,unfavorable
221,20000,1,2,2,22,0,34.33,approved,unfavorable
314,10000,2,3,2,22,0,11.54,approved,unfavorable
570,100000,2,2,1,22,0,2.808,approved,unfavorable
307,50000,1,2,2,22,0,4.312,approved,unfavorable
514,30000,2,2,1,22,1,-6,rejected,unfavorable
98,20000,2,1,2,22,0,28.855,approved,unfavorable
83,20000,2,1,2,22,0,5.815,approved,unfavorable
233,50000,2,2,2,22,0,100,approved,favorable
278,50000,1,2,2,22,1,71.392,rejected,favorable
437,50000,2,1,2,22,1,85.06,rejected,favorable
118,20000,2,2,2,22,1,61.935,rejected,favorable
332,30000,2,2,1,22,0,10.22333333,approved,unfavorable
430,10000,1,3,2,22,0,174.92,approved,favorable
81,50000,2,2,2,22,0,100,approved,favorable
313,20000,2,2,2,22,0,28.14,approved,unfavorable
167,30000,2,1,2,22,1,65.03666667,rejected,favorable
99,10000,2,3,2,22,1,14.4,rejected,unfavorable
101,20000,2,2,1,22,1,21.37,rejected,unfavorable
85,10000,2,3,2,22,1,28.91,rejected,unfavorable
495,20000,2,2,2,22,1,-0.105,rejected,unfavorable
267,50000,2,1,2,22,1,13.754,rejected,unfavorable
544,50000,1,1,2,22,0,31.498,approved,unfavorable
625,20000,1,2,2,22,0,84.52,approved,favorable
433,50000,2,2,1,22,1,-3.12,rejected,unfavorable
604,80000,2,2,2,22,1,23.72125,rejected,unfavorable
205,10000,2,2,2,22,0,53.2,approved,favorable
125,20000,1,2,2,22,0,21.285,approved,unfavorable
564,10000,2,1,2,22,0,40.28,approved,unfavorable
200,20000,2,2,2,22,0,18.85,approved,unfavorable
248,30000,2,2,2,22,0,42.14,approved,unfavorable
446,20000,2,2,2,22,1,46.86,rejected,unfavorable
228,20000,2,1,2,22,0,45.48,approved,unfavorable
316,10000,2,2,2,22,1,26.18,rejected,unfavorable
467,20000,2,1,2,22,1,-9.245,rejected,unfavorable
282,10000,1,2,2,22,1,16.07,rejected,unfavorable
142,20000,1,2,2,22,0,10.05,approved,unfavorable
518,130000,2,2,2,22,0,100,approved,favorable
195,20000,2,2,2,22,1,95.845,rejected,favorable
123,10000,1,3,2,22,0,18.37,approved,unfavorable
406,50000,2,2,2,22,0,54.452,approved,favorable
435,20000,2,1,2,22,0,-8.57,approved,unfavorable
170,30000,2,2,1,22,1,7.18,rejected,unfavorable
239,30000,2,1,1,22,0,31.75,approved,unfavorable
319,20000,2,2,2,22,0,80.505,approved,favorable
212,30000,2,2,2,22,1,4.92,rejected,unfavorable
391,20000,2,2,2,22,1,72.725,rejected,favorable
115,70000,2,2,2,22,0,8.867142857,approved,unfavorable
587,20000,1,2,2,22,0,2.44,approved,unfavorable
617,10000,2,2,2,22,0,103.54,approved,favorable
300,30000,2,3,1,22,1,18.30666667,rejected,unfavorable
371,80000,2,2,2,22,1,4.3075,rejected,unfavorable
117,10000,1,2,2,22,1,15.56,rejected,unfavorable
535,30000,2,3,2,22,0,56.50666667,approved,favorable
565,10000,2,2,2,22,0,31.81,approved,unfavorable
296,10000,2,2,2,22,1,18.06,rejected,unfavorable
329,50000,2,1,2,22,1,1.93,rejected,unfavorable
508,20000,2,1,2,22,0,10.47,approved,unfavorable
280,50000,1,2,2,22,0,91.162,approved,favorable
135,20000,1,1,2,22,0,89.095,approved,favorable
349,80000,2,2,1,22,0,100.23875,approved,favorable
624,50000,1,2,2,22,0,3.682,approved,unfavorable
92,50000,2,2,2,22,0,3.108,approved,unfavorable
552,20000,1,2,2,22,0,0.935,approved,unfavorable
238,80000,2,2,2,22,0,98.2225,approved,favorable
80,50000,2,2,2,22,1,90,rejected,favorable
359,30000,2,2,3,22,0,81.3,approved,favorable
257,20000,1,3,2,22,0,5.115,approved,unfavorable
491,20000,2,2,2,22,1,-21.765,rejected,unfavorable
169,30000,2,2,2,22,0,-3.92,approved,unfavorable
578,70000,2,2,2,22,0,1.467142857,approved,unfavorable
147,50000,1,3,2,22,1,78.766,rejected,favorable
225,20000,2,2,2,22,0,13.76,approved,unfavorable
178,50000,2,2,2,22,1,-6.384,rejected,unfavorable
132,50000,2,1,2,22,0,93.892,approved,favorable
520,30000,2,5,2,22,1,12.93333333,rejected,unfavorable
151,30000,2,2,2,22,0,108.0466667,approved,favorable
272,10000,2,2,2,22,0,32.18,approved,unfavorable
226,70000,2,2,2,22,0,19.57571429,approved,unfavorable
193,50000,2,3,2,22,0,54.562,approved,favorable
150,30000,2,2,1,22,0,51.56,approved,favorable
214,50000,1,2,2,22,1,50.25,rejected,favorable
407,20000,2,2,2,22,1,80.785,rejected,favorable
493,50000,2,2,2,22,0,1.274,approved,unfavorable
450,130000,2,2,2,22,0,93.81307692,approved,favorable
569,30000,2,1,2,22,0,30.36,approved,unfavorable
175,30000,2,2,2,22,0,20.88,approved,unfavorable
136,20000,2,2,1,22,0,28.755,approved,unfavorable
146,20000,1,2,2,22,0,15.24,approved,unfavorable
485,20000,1,2,2,22,0,60.035,approved,favorable
120,60000,2,2,2,22,0,82.13666667,approved,favorable
464,80000,2,1,2,22,0,41.7925,approved,unfavorable
308,20000,2,2,2,22,1,35.315,rejected,unfavorable
121,60000,2,1,2,22,0,8.098333333,approved,unfavorable
137,50000,1,2,1,22,0,12.262,approved,unfavorable
154,20000,2,2,2,22,0,19.945,approved,unfavorable
110,50000,2,1,2,22,0,5.682,approved,unfavorable
610,30000,2,2,2,22,1,1.443333333,rejected,unfavorable
352,20000,2,2,2,22,0,42.935,approved,unfavorable
128,30000,2,1,2,22,0,107.53,approved,favorable
386,80000,2,1,2,22,0,173.28375,approved,favorable
480,20000,1,2,2,22,1,47.89,rejected,unfavorable
309,100000,2,1,2,22,1,55.31,rejected,favorable
566,70000,2,2,2,22,0,8.642857143,approved,unfavorable
87,30000,2,2,2,22,0,38.02666667,approved,unfavorable
494,50000,2,1,2,22,0,91.776,approved,favorable
337,20000,2,3,2,22,0,37.41,approved,unfavorable
506,50000,2,3,2,22,0,95.004,approved,favorable
322,20000,2,2,2,22,1,64.285,rejected,favorable
211,50000,1,2,2,22,0,-5.456,approved,unfavorable
621,10000,1,2,2,22,0,-1.6,approved,unfavorable
131,100000,2,2,1,22,0,5.185,approved,unfavorable
262,20000,1,2,2,22,1,56.04,rejected,favorable
318,50000,2,2,2,22,0,15.92,approved,unfavorable
510,50000,2,1,2,22,0,2.318,approved,unfavorable
560,80000,2,2,2,22,0,102.985,approved,favorable
208,10000,1,1,2,22,1,46.17,rejected,unfavorable
562,50000,2,2,2,22,0,3.434,approved,unfavorable
224,20000,2,2,2,22,0,9.675,approved,unfavorable
126,10000,1,2,2,22,0,54.41,approved,favorable
590,20000,1,1,2,22,0,26.9,approved,unfavorable
246,20000,1,1,2,22,0,45.8,approved,unfavorable
180,50000,1,2,2,22,0,3.494,approved,unfavorable
96,20000,1,3,2,22,1,-3.12,rejected,unfavorable
177,10000,2,2,2,22,0,35.82,approved,unfavorable
482,10000,1,2,2,22,1,19.81,rejected,unfavorable
383,30000,2,3,2,22,1,-49.55666667,rejected,unfavorable
107,50000,1,3,2,22,0,100,approved,favorable
423,20000,2,2,1,22,1,-0.835,rejected,unfavorable
413,30000,2,3,2,22,0,74.51,approved,favorable
71,30000,2,2,2,22,1,0.996666667,rejected,unfavorable
217,30000,2,2,2,22,0,3.936666667,approved,unfavorable
260,20000,2,2,2,22,0,32.33,approved,unfavorable
438,80000,2,2,2,22,0,79.4825,approved,favorable
108,20000,2,3,2,22,0,32.795,approved,unfavorable
615,50000,2,2,2,22,0,3.84,approved,unfavorable
161,10000,1,2,2,22,0,18.58,approved,unfavorable
236,10000,2,2,2,22,0,11.31,approved,unfavorable
171,30000,1,3,2,22,0,11.25333333,approved,unfavorable
397,50000,2,1,2,22,0,72.926,approved,favorable
153,70000,2,2,2,22,0,5.532857143,approved,unfavorable
360,50000,2,2,2,22,0,82.868,approved,favorable
557,30000,2,2,2,22,1,14.62333333,rejected,unfavorable
542,50000,1,2,2,22,0,4.136,approved,unfavorable
235,50000,2,2,2,22,0,4.052,approved,unfavorable
197,20000,2,2,2,22,1,71.285,rejected,favorable
133,50000,2,3,2,22,0,10.468,approved,unfavorable
588,50000,1,3,2,22,1,1.044,rejected,unfavorable
266,10000,2,2,2,22,1,84.72,rejected,favorable
129,30000,2,2,2,22,0,29.44333333,approved,unfavorable
328,30000,2,2,2,22,0,107.81,approved,favorable
458,30000,2,5,2,22,0,67.54,approved,favorable
106,20000,1,2,2,22,1,48.89,rejected,unfavorable
434,20000,2,2,2,22,0,27.265,approved,unfavorable
547,50000,1,3,1,22,1,3.186,rejected,unfavorable
561,50000,2,2,1,22,0,25.294,approved,unfavorable
420,30000,2,2,1,22,0,61.56333333,approved,favorable
412,50000,2,1,2,22,0,91.132,approved,favorable
113,30000,2,2,2,22,0,15.47333333,approved,unfavorable
400,10000,1,3,2,22,1,6.43,rejected,unfavorable
364,50000,2,2,2,22,0,48.356,approved,unfavorable
148,20000,1,1,2,22,0,41.635,approved,unfavorable
620,130000,1,2,3,22,0,80.61538462,approved,favorable
196,50000,2,2,2,22,0,25.942,approved,unfavorable
489,20000,1,1,2,22,0,47.045,approved,unfavorable
599,20000,2,2,2,22,1,21.64,rejected,unfavorable
210,50000,2,3,2,22,0,66.162,approved,favorable
103,50000,2,3,1,22,0,72.292,approved,favorable
160,20000,2,2,2,22,0,19.59,approved,unfavorable
295,20000,2,4,2,22,0,19.62,approved,unfavorable
390,130000,2,2,2,22,0,79.60230769,approved,favorable
155,20000,2,2,2,22,0,5.62,approved,unfavorable
77,20000,2,2,2,22,0,26.055,approved,unfavorable
145,10000,1,3,2,22,0,54.43,approved,favorable
388,80000,2,2,1,22,1,-3.2825,rejected,unfavorable
387,60000,2,2,2,22,0,2.845,approved,unfavorable
585,60000,2,3,2,22,0,96.27666667,approved,favorable
459,30000,2,1,2,22,0,19.01,approved,unfavorable
350,50000,1,2,2,22,0,-1.48,approved,unfavorable
274,10000,2,2,1,22,0,100,approved,favorable
299,30000,1,2,2,22,0,3.533333333,approved,unfavorable
286,50000,1,1,2,22,0,76.312,approved,favorable
242,50000,2,1,2,22,1,76.354,rejected,favorable
288,30000,2,2,1,22,1,94.55,rejected,favorable
461,30000,2,2,2,22,1,-8.04,rejected,unfavorable
252,20000,1,3,2,22,1,-13.65,rejected,unfavorable
442,20000,2,1,2,22,0,17.715,approved,unfavorable
237,20000,2,1,2,22,1,77.61,rejected,favorable
577,50000,2,2,2,22,0,13.166,approved,unfavorable
580,20000,2,2,2,22,0,8.585,approved,unfavorable
393,10000,2,1,2,22,0,42.49,approved,unfavorable
303,30000,2,2,2,22,0,100,approved,favorable
294,20000,2,2,2,22,0,97.52,approved,favorable
418,50000,2,2,2,22,0,30.72,approved,unfavorable
138,50000,2,1,2,22,1,9.616,rejected,unfavorable
310,10000,1,3,2,22,0,19.9,approved,unfavorable
368,200000,2,2,2,22,1,-8.989,rejected,unfavorable
440,20000,2,6,2,22,1,15.365,rejected,unfavorable
297,30000,2,2,1,22,1,-5.246666667,rejected,unfavorable
139,20000,1,1,2,22,0,16.035,approved,unfavorable
358,50000,1,2,2,22,1,24.618,rejected,unfavorable
445,20000,2,2,2,22,1,58.53,rejected,favorable
439,20000,2,2,2,22,0,30.05,approved,unfavorable
263,30000,2,2,2,22,0,10.34333333,approved,unfavorable
258,20000,2,2,2,22,0,84.135,approved,favorable
424,10000,2,2,2,22,1,46.91,rejected,unfavorable
68,10000,1,2,2,22,0,96.23,approved,favorable
227,150000,2,2,2,22,0,95.8,approved,favorable
1454,50000,2,3,2,23,0,75.63,approved,favorable
1358,10000,2,1,2,23,1,32.24,rejected,unfavorable
1069,70000,2,1,2,23,0,89.46,approved,favorable
1007,90000,2,3,2,23,0,0.182222222,approved,unfavorable
993,10000,2,2,1,23,0,-16.4,approved,unfavorable
1547,50000,1,1,2,23,0,105.04,approved,favorable
1474,20000,1,2,2,23,1,63.82,rejected,favorable
970,80000,2,2,2,23,1,90,rejected,favorable
808,110000,2,2,2,23,0,7.327272727,approved,unfavorable
649,40000,1,2,2,23,0,8.375,approved,unfavorable
721,160000,2,2,2,23,0,35.111875,approved,unfavorable
886,30000,2,2,2,23,0,67.93,approved,favorable
1176,140000,2,1,2,23,1,32.65571429,rejected,unfavorable
1063,30000,2,2,2,23,0,31.61,approved,unfavorable
958,100000,2,2,2,23,0,17.708,approved,unfavorable
1506,50000,2,2,2,23,0,84.802,approved,favorable
1130,30000,2,1,2,23,0,67.54666667,approved,favorable
1267,20000,2,2,1,23,1,42.94,rejected,unfavorable
636,50000,1,2,2,23,1,-4.714,rejected,unfavorable
1258,30000,2,3,2,23,0,-5.49,approved,unfavorable
869,20000,2,3,1,23,0,7.85,approved,unfavorable
1462,200000,2,2,2,23,1,59.175,rejected,favorable
713,50000,2,3,2,23,0,34.994,approved,unfavorable
1248,360000,2,2,2,23,0,90.03611111,approved,favorable
1485,80000,1,1,2,23,0,100,approved,favorable
1473,90000,1,1,2,23,0,5.68,approved,unfavorable
1384,120000,2,2,1,23,0,49.12583333,approved,unfavorable
1288,50000,1,1,2,23,0,34.86,approved,unfavorable
1308,10000,1,3,2,23,0,35.12,approved,unfavorable
1477,20000,1,2,2,23,0,6.095,approved,unfavorable
733,20000,2,1,2,23,0,35.41,approved,unfavorable
1513,130000,2,3,1,23,0,20.10846154,approved,unfavorable
637,20000,1,2,2,23,1,-11.175,rejected,unfavorable
1501,40000,2,2,2,23,0,6.495,approved,unfavorable
1053,10000,1,1,2,23,1,82.2,rejected,favorable
892,50000,2,3,2,23,1,12.782,rejected,unfavorable
1453,30000,2,2,2,23,1,-0.06,rejected,unfavorable
1000,30000,1,2,1,23,0,100,approved,favorable
1516,50000,2,2,2,23,0,72.712,approved,favorable
1152,100000,2,2,2,23,0,14.32,approved,unfavorable
806,50000,2,1,2,23,0,210.476,approved,favorable
1305,50000,1,2,2,23,0,7.232,approved,unfavorable
1289,50000,1,2,2,23,1,-3.602,rejected,unfavorable
1401,20000,1,2,2,23,0,4.24,approved,unfavorable
1291,50000,1,2,1,23,1,71.688,rejected,favorable
830,170000,2,2,2,23,0,82.00941176,approved,favorable
817,130000,2,2,2,23,0,20.07307692,approved,unfavorable
1377,30000,2,2,2,23,1,57.08666667,rejected,favorable
1015,10000,1,1,2,23,0,99.65,approved,favorable
1242,170000,2,1,2,23,0,91.54470588,approved,favorable
722,20000,2,1,2,23,0,102.44,approved,favorable
1405,50000,1,2,2,23,0,-2.476,approved,unfavorable
1557,180000,1,1,2,23,0,5.001111111,approved,unfavorable
1223,60000,2,2,2,23,0,84.18166667,approved,favorable
1229,150000,2,2,2,23,0,143.676,approved,favorable
1172,10000,1,2,2,23,0,12.22,approved,unfavorable
1158,30000,2,2,2,23,1,59.16666667,rejected,favorable
1198,60000,2,2,2,23,1,-0.73,rejected,unfavorable
1144,90000,2,2,2,23,0,84.07,approved,favorable
1331,150000,2,3,2,23,0,93.26,approved,favorable
878,20000,1,2,2,23,0,40.605,approved,unfavorable
1370,150000,2,1,2,23,0,100,approved,favorable
686,30000,2,2,2,23,0,29.05666667,approved,unfavorable
1052,40000,1,3,2,23,0,65.8875,approved,favorable
1298,20000,1,2,2,23,0,28.365,approved,unfavorable
682,140000,2,1,2,23,1,90,rejected,favorable
797,230000,2,1,2,23,0,74.47043478,approved,favorable
1476,20000,1,2,2,23,0,14.11,approved,unfavorable
1460,90000,2,2,2,23,0,94.45666667,approved,favorable
1286,80000,2,2,2,23,0,13.9375,approved,unfavorable
1142,60000,2,1,2,23,0,17.875,approved,unfavorable
1075,10000,1,2,2,23,1,66,rejected,favorable
1022,70000,2,3,2,23,0,80.99571429,approved,favorable
1463,30000,2,1,1,23,1,9.226666667,rejected,unfavorable
1060,20000,1,1,2,23,0,31.16,approved,unfavorable
1106,30000,2,1,2,23,0,9.786666667,approved,unfavorable
1101,50000,2,2,2,23,1,58.832,rejected,favorable
1054,90000,2,2,2,23,0,12.75222222,approved,unfavorable
1161,20000,2,2,2,23,0,38.21,approved,unfavorable
1497,70000,2,2,1,23,1,-5.358571429,rejected,unfavorable
1270,20000,2,2,2,23,0,52.435,approved,favorable
746,50000,2,3,2,23,1,21.3,rejected,unfavorable
766,20000,1,2,2,23,1,20.84,rejected,unfavorable
1540,160000,1,1,2,23,0,98.275,approved,favorable
1517,20000,2,2,1,23,0,89.755,approved,favorable
1077,20000,2,1,1,23,0,47.19,approved,unfavorable
1544,10000,1,3,2,23,0,29.96,approved,unfavorable
723,50000,1,2,2,23,0,130.666,approved,favorable
1313,30000,2,2,2,23,1,89.18,rejected,favorable
796,50000,1,2,2,23,1,115.67,rejected,favorable
697,20000,1,1,2,23,1,19.585,rejected,unfavorable
1326,50000,2,2,2,23,0,83.41,approved,favorable
1087,20000,1,2,2,23,0,81.43,approved,favorable
985,50000,2,1,2,23,0,100,approved,favorable
1366,50000,2,1,2,23,0,99.386,approved,favorable
1188,50000,2,3,2,23,1,10.52,rejected,unfavorable
633,30000,2,1,2,23,0,105.4833333,approved,favorable
1135,50000,2,2,2,23,1,44.774,rejected,unfavorable
1065,30000,2,3,2,23,0,23.8,approved,unfavorable
736,20000,2,3,2,23,0,18.665,approved,unfavorable
1051,150000,2,2,2,23,0,27.196,approved,unfavorable
1013,30000,2,2,2,23,0,19.53,approved,unfavorable
1543,50000,1,2,2,23,0,3.242,approved,unfavorable
1362,50000,2,3,2,23,0,67.176,approved,favorable
1511,20000,2,2,2,23,0,44.085,approved,unfavorable
1269,110000,2,2,2,23,0,84.10909091,approved,favorable
1102,60000,2,2,2,23,1,1.391666667,rejected,unfavorable
1097,20000,1,3,2,23,0,92.375,approved,favorable
820,50000,2,3,2,23,0,7.72,approved,unfavorable
1327,30000,2,2,1,23,0,12.67666667,approved,unfavorable
1033,50000,1,3,1,23,0,75.428,approved,favorable
752,90000,2,2,2,23,1,69.81333333,rejected,favorable
1103,120000,2,2,2,23,0,69.54833333,approved,favorable
800,20000,2,1,2,23,0,20.355,approved,unfavorable
981,120000,2,2,2,23,0,25.88833333,approved,unfavorable
976,50000,2,1,2,23,0,79.214,approved,favorable
1169,100000,1,2,2,23,0,34.127,approved,unfavorable
812,50000,1,2,2,23,0,99.044,approved,favorable
710,50000,1,3,2,23,0,26.66,approved,unfavorable
780,30000,2,2,2,23,0,34.38666667,approved,unfavorable
1056,50000,1,3,2,23,1,69.526,rejected,favorable
1149,60000,2,3,2,23,0,4.225,approved,unfavorable
881,120000,2,2,2,23,0,7.789166667,approved,unfavorable
899,10000,1,2,2,23,0,26.56,approved,unfavorable
1363,110000,2,1,2,23,0,58.77636364,approved,favorable
1406,30000,1,3,2,23,0,86.62333333,approved,favorable
1522,90000,2,2,2,23,0,8.472222222,approved,unfavorable
813,50000,2,2,2,23,0,17.69,approved,unfavorable
904,10000,1,2,2,23,0,32.91,approved,unfavorable
1074,110000,1,2,2,23,0,62.70272727,approved,favorable
786,80000,2,2,2,23,0,102.56125,approved,favorable
712,50000,2,2,2,23,0,100,approved,favorable
1278,80000,2,2,2,23,0,38.72,approved,unfavorable
905,20000,1,1,2,23,1,8.105,rejected,unfavorable
1504,50000,2,1,2,23,0,73.896,approved,favorable
1045,80000,2,2,2,23,0,105.52375,approved,favorable
1293,50000,1,1,2,23,1,69.526,rejected,favorable
1359,230000,2,2,2,23,0,97.71304348,approved,favorable
1495,50000,2,2,1,23,1,-17.732,rejected,unfavorable
851,230000,2,5,2,23,0,77.18043478,approved,favorable
1247,50000,2,2,2,23,0,38.848,approved,unfavorable
1089,20000,1,3,2,23,1,91.845,rejected,favorable
1168,30000,1,2,2,23,1,43.33,rejected,unfavorable
771,50000,2,2,2,23,0,36.656,approved,unfavorable
864,80000,2,2,2,23,0,77.29875,approved,favorable
988,30000,2,2,2,23,0,4.643333333,approved,unfavorable
1211,10000,1,3,2,23,0,54.63,approved,favorable
709,70000,2,2,2,23,0,81.05571429,approved,favorable
795,20000,1,2,2,23,0,19.09,approved,unfavorable
1218,50000,2,1,2,23,0,85.222,approved,favorable
1012,60000,2,2,2,23,0,67.30666667,approved,favorable
1162,50000,2,1,2,23,0,31.114,approved,unfavorable
1041,50000,2,2,1,23,0,5.394,approved,unfavorable
1094,50000,2,2,2,23,1,81.324,rejected,favorable
1245,90000,2,2,2,23,0,69.04777778,approved,favorable
945,50000,2,2,2,23,0,5.444,approved,unfavorable
1342,50000,2,2,2,23,0,80.356,approved,favorable
1443,120000,2,2,2,23,0,98.95833333,approved,favorable
1032,60000,2,2,2,23,1,-6.806666667,rejected,unfavorable
1171,50000,1,2,2,23,0,94.64,approved,favorable
701,200000,2,2,2,23,0,99.518,approved,favorable
866,30000,2,3,2,23,0,96.00333333,approved,favorable
1027,50000,2,1,2,23,0,114.358,approved,favorable
1232,30000,2,1,2,23,1,23.78,rejected,unfavorable
794,50000,2,3,2,23,0,45.542,approved,unfavorable
1466,50000,2,1,2,23,0,72.174,approved,favorable
720,60000,2,2,2,23,0,27.93333333,approved,unfavorable
1303,80000,1,2,2,23,0,4.01,approved,unfavorable
880,50000,2,2,2,23,0,41.62,approved,unfavorable
846,50000,2,3,2,23,0,4.23,approved,unfavorable
1481,10000,1,2,2,23,1,87.82,rejected,favorable
1521,90000,2,2,2,23,0,74.31111111,approved,favorable
687,20000,1,2,2,23,0,16.73,approved,unfavorable
