TOXICITY,black,white,blended,,correlation
0.383028567,0,0,0,,
0.023018271,0,0,0,,
0.856641054,0,0,0,,
0.068280272,0,0,0,,
0.428925723,0,0,0,,
0.836958408,0,0,0,,
0.088318281,0,0,0,,
0.153608352,0,0,0,,
0.711329162,0,0,0,,
0.109612994,0,0,0,,
0.30755347,0,0,0,,
0.400440633,0,0,0,,
0.02037509,0,2,2,,
0.10515637,0,0,0,,
0.208999008,0,0,0,,
0.095467351,0,0,0,,
0.197627857,0,0,0,,
0.037518304,0,0,0,,
0.581285596,0,0,0,,
0.302250683,0,0,0,,
0.269582599,0,0,0,,
0.011803488,0,0,0,,
0.700001836,0,0,0,,
0.315415084,0,0,0,,
0.726829886,0,0,0,,
0.322414666,0,0,0,,
0.022942692,0,0,0,,
0.15211302,0,0,0,,
0.545609355,1,0,1,,
0.378048509,0,0,0,,
0.140197501,0,0,0,,
0.543973386,1,0,1,,
0.376496971,0,0,0,,
0.076867208,0,0,0,,
0.108168989,0,0,0,,
0.149713308,0,0,0,,
0.491391569,0,0,0,,
0.30755347,0,0,0,,
0.052757625,0,0,0,,
0.354074359,0,0,0,,
0.543470323,0,0,0,,
0.238248497,0,0,0,,
0.144026488,0,0,0,,
0.229107141,0,2,2,,
0.807946682,0,0,0,,
0.30755347,0,0,0,,
0.503673315,0,0,0,,
0.109612994,0,0,0,,
0.68070668,0,0,0,,
0.03047134,0,0,0,,
0.691761672,0,0,0,,
0.581285596,0,0,0,,
0.334563166,0,0,0,,
0.109612994,0,0,0,,
0.087115973,0,0,0,,
0.044052318,0,0,0,,
0.104862772,0,0,0,,
0.581285596,0,0,0,,
0.100425743,0,0,0,,
0.676938295,0,0,0,,
0.581285596,0,0,0,,
0.195408568,0,0,0,,
0.026579995,0,0,0,,
0.029329779,0,0,0,,
0.322414666,0,0,0,,
0.818626225,0,0,0,,
0.045364145,0,0,0,,
0.059661042,0,0,0,,
0.145460501,0,0,0,,
0.491391569,0,0,0,,
0.454143703,0,0,0,,
0.507338285,1,0,1,,
0.581285596,0,0,0,,
0.464518458,0,0,0,,
0.03047134,0,0,0,,
0.106226936,0,0,0,,
0.058848735,0,0,0,,
0.146730065,0,2,2,,
0.605672419,0,0,0,,
0.072754622,0,0,0,,
0.055281509,0,0,0,,
0.177693173,0,0,0,,
0.009905155,0,0,0,,
0.109612994,0,0,0,,
0.024795128,0,0,0,,
0.057198729,0,0,0,,
0.059098706,0,0,0,,
0.011499322,0,0,0,,
0.060928725,0,0,0,,
0.029489152,0,0,0,,
0.778699875,0,0,0,,
0.202826053,0,0,0,,
0.730913758,0,2,2,,
0.033593547,0,0,0,,
0.109612994,0,0,0,,
0.375661403,0,0,0,,
0.037087157,0,0,0,,
0.605975151,0,0,0,,
0.060435869,0,0,0,,
0.370454729,0,0,0,,
0.529394746,0,2,2,,
0.581285596,0,0,0,,
0.581285596,0,0,0,,
0.511182904,0,0,0,,
0.019526673,0,0,0,,
0.845822573,0,0,0,,
0.394138694,0,0,0,,
0.032979742,0,0,0,,
0.018822327,0,0,0,,
0.03047134,0,0,0,,
0.072072424,0,0,0,,
0.479913145,0,0,0,,
0.051421072,0,0,0,,
0.125562668,0,0,0,,
0.731508553,0,0,0,,
0.673696518,0,0,0,,
0.07249172,0,0,0,,
0.322414666,0,0,0,,
0.234773591,0,0,0,,
0.150509447,0,0,0,,
0.637758791,0,0,0,,
0.518147349,0,0,0,,
0.61186707,0,0,0,,
0.041357074,0,0,0,,
0.092419371,0,0,0,,
0.483648181,0,0,0,,
0.359171838,0,0,0,,
0.493772328,0,0,0,,
0.689281166,0,0,0,,
0.150509447,0,0,0,,
0.054099917,0,0,0,,
0.484738797,0,0,0,,
0.118242145,0,0,0,,
0.051401697,0,0,0,,
0.077099547,0,0,0,,
0.30755347,0,0,0,,
0.021406574,0,0,0,,
0.109612994,0,0,0,,
0.065030903,0,0,0,,
0.014275881,0,0,0,,
0.019879714,0,0,0,,
0.581285596,0,0,0,,
0.03047134,0,0,0,,
0.063306823,0,0,0,,
0.03047134,0,0,0,,
0.074938856,0,0,0,,
0.581285596,0,0,0,,
0.136357471,0,0,0,,
0.377341777,0,0,0,,
0.03047134,0,0,0,,
0.04356534,0,0,0,,
0.164136499,0,0,0,,
0.381439179,0,0,0,,
0.008261668,0,0,0,,
0.446966976,0,0,0,,
0.150509447,0,0,0,,
0.022090986,0,0,0,,
0.30755347,0,0,0,,
0.150509447,0,0,0,,
0.528551221,0,0,0,,
0.115843162,0,2,2,,
0.3707771,0,0,0,,
0.481841892,0,0,0,,
0.03047134,0,0,0,,
0.017189214,0,0,0,,
0.03047134,0,0,0,,
0.422574788,0,0,0,,
0.361726046,1,0,1,,
0.032447301,0,0,0,,
0.754281163,0,0,0,,
0.207870856,0,0,0,,
0.10320387,0,0,0,,
0.039532132,0,0,0,,
0.158095434,0,0,0,,
0.633125305,0,0,0,,
0.050002165,1,0,1,,
0.491391569,0,0,0,,
0.024539426,0,0,0,,
0.322414666,0,0,0,,
0.670701146,0,0,0,,
0.005814309,0,0,0,,
0.044719055,0,0,0,,
0.02128887,0,0,0,,
0.088542022,0,0,0,,
0.00919996,0,0,0,,
0.00844369,0,0,0,,
0.328292727,0,0,0,,
0.02754516,0,0,0,,
0.02128887,0,0,0,,
0.028381189,0,0,0,,
0.398657411,0,0,0,,
0.011840767,0,0,0,,
0.377176881,0,0,0,,
0.02128887,0,0,0,,
0.09631861,0,0,0,,
0.07324753,0,0,0,,
0.003893855,0,0,0,,
0.778993368,1,0,1,,
0.434486747,0,0,0,,
0.443373948,0,0,0,,
0.449116021,0,0,0,,
0.02128887,0,0,0,,
0.007290713,0,0,0,,
0.006515489,0,0,0,,
0.02128887,0,0,0,,
0.006838445,0,0,0,,
0.308264583,0,0,0,,
0.007567863,0,0,0,,
0.004490838,0,0,0,,
0.013918797,0,0,0,,
0.005474833,0,0,0,,
0.73325181,0,0,0,,
0.004042742,0,0,0,,
0.69347316,0,0,0,,
0.019444715,0,0,0,,
0.724940836,0,0,0,,
0.241064653,0,0,0,,
0.279078931,0,0,0,,
0.02128887,0,0,0,,
0.358689725,0,0,0,,
0.021710398,1,0,1,,
0.449116021,0,0,0,,
0.697862029,0,0,0,,
0.634458542,0,2,2,,
0.006575546,0,0,0,,
0.023077946,0,0,0,,
0.413986385,0,0,0,,
0.616331577,0,0,0,,
0.767042041,0,0,0,,
0.449116021,0,0,0,,
0.02128887,0,0,0,,
0.267747432,0,0,0,,
0.371741652,0,0,0,,
0.496697366,0,0,0,,
0.02128887,0,0,0,,
0.449116021,0,0,0,,
0.005267379,0,0,0,,
0.449116021,0,0,0,,
0.813544452,0,0,0,,
0.002937128,0,0,0,,
0.010545025,0,0,0,,
0.449116021,0,0,0,,
0.704537272,0,0,0,,
0.449116021,0,0,0,,
0.013493463,0,0,0,,
0.449116021,0,0,0,,
0.024402171,0,0,0,,
0.02128887,0,0,0,,
0.582149923,0,0,0,,
0.449116021,0,0,0,,
0.011416853,0,0,0,,
0.005778386,0,0,0,,
0.260727912,0,0,0,,
0.631830752,0,0,0,,
0.010442168,0,0,0,,
0.317330599,0,0,0,,
0.018010441,0,2,2,,
0.491283119,0,0,0,,
0.22778669,0,0,0,,
0.007010059,0,0,0,,
0.011684653,0,0,0,,
0.074167587,0,0,0,,
0.086486824,0,2,2,,
0.10219653,0,0,0,,
0.014577899,0,0,0,,
0.750101328,0,0,0,,
0.019629559,0,0,0,,
0.353660822,0,0,0,,
0.941474974,0,2,2,,
0.914562702,0,0,0,,
0.228564233,0,0,0,,
0.030164832,0,0,0,,
0.809624791,0,0,0,,
0.046272926,0,0,0,,
0.910000265,0,0,0,,
0.913761556,0,0,0,,
0.052131962,0,0,0,,
0.092649534,0,0,0,,
0.018447919,0,0,0,,
0.559734523,0,0,0,,
0.642001867,0,0,0,,
0.012928746,0,0,0,,
0.901575863,0,0,0,,
0.011656082,0,0,0,,
0.912906766,0,0,0,,
0.197515979,0,0,0,,
0.026657615,0,0,0,,
0.017535686,0,2,2,,
0.023058297,0,0,0,,
0.817674994,0,0,0,,
0.089275822,0,0,0,,
0.011656082,0,0,0,,
0.027537804,0,0,0,,
0.079649433,0,0,0,,
0.486582071,0,0,0,,
0.470725566,0,0,0,,
0.130807877,1,0,1,,
0.025301168,0,0,0,,
0.802215517,0,0,0,,
0.776486397,0,0,0,,
0.015135285,0,0,0,,
0.033311132,0,0,0,,
0.019495931,0,0,0,,
0.009476317,0,0,0,,
0.913101792,0,0,0,,
0.786312938,0,0,0,,
0.128696516,0,0,0,,
0.843498468,0,0,0,,
0.019187555,0,0,0,,
0.166846201,0,0,0,,
0.069596998,0,0,0,,
0.838501334,0,0,0,,
0.180103943,0,0,0,,
0.694341123,0,0,0,,
0.372635543,0,0,0,,
0.134603754,0,2,2,,
0.018599046,0,0,0,,
0.038873393,0,0,0,,
0.88376528,0,0,0,,
0.371056914,0,0,0,,
0.065230019,0,0,0,,
0.212880582,0,0,0,,
0.080064863,0,0,0,,
0.378910154,0,0,0,,
0.01258509,0,0,0,,
0.02305462,0,0,0,,
0.052131962,0,0,0,,
0.011656082,0,0,0,,
0.627143562,0,2,2,,
0.330567509,0,0,0,,
0.287933767,0,0,0,,
0.005573983,0,0,0,,
0.008965122,0,0,0,,
0.475552261,0,0,0,,
0.067023776,0,0,0,,
0.111956857,0,0,0,,
0.013489871,0,0,0,,
0.368951201,0,0,0,,
0.288510382,0,0,0,,
0.006317291,0,0,0,,
0.06581796,1,0,1,,
0.597451448,0,0,0,,
0.334896624,0,0,0,,
0.064748712,0,0,0,,
0.171146736,0,0,0,,
0.108060159,0,0,0,,
0.773006976,1,0,1,,
0.012637884,0,0,0,,
0.914562702,0,0,0,,
0.302241981,0,0,0,,
0.006025198,0,0,0,,
0.11110913,0,0,0,,
0.88109839,1,0,1,,
0.553519964,0,0,0,,
0.910649776,0,0,0,,
0.007680212,0,0,0,,
0.209109142,0,0,0,,
0.496293306,0,0,0,,
0.038045425,0,0,0,,
0.69086802,0,0,0,,
0.874458313,0,0,0,,
0.011656082,0,0,0,,
0.027537804,0,0,0,,
0.008156067,0,0,0,,
0.45461008,0,0,0,,
0.781076908,0,0,0,,
0.884961367,0,0,0,,
0.668895185,1,0,1,,
0.16268535,0,0,0,,
0.608376503,0,0,0,,
0.404531687,1,0,1,,
0.009453157,0,0,0,,
0.007610719,0,0,0,,
0.155562818,0,0,0,,
0.774901867,0,0,0,,
0.527594328,0,0,0,,
0.003922896,0,0,0,,
0.073771797,0,0,0,,
0.118989639,0,0,0,,
0.817674994,0,0,0,,
0.050936382,0,0,0,,
0.778204262,0,0,0,,
0.820269644,0,2,2,,
0.011656082,0,0,0,,
0.664907157,0,0,0,,
0.02282281,0,0,0,,
0.010700339,0,0,0,,
0.040161867,0,0,0,,
0.026704298,0,0,0,,
0.559734523,0,0,0,,
0.915023625,0,0,0,,
0.623361886,0,0,0,,
0.024236349,0,0,0,,
0.662802875,0,0,0,,
0.025063267,0,0,0,,
0.675180376,0,0,0,,
0.047736283,1,0,1,,
0.013680801,0,0,0,,
0.043236531,0,0,0,,
0.75977087,0,0,0,,
0.163257077,0,0,0,,
0.802254856,0,0,0,,
0.295903653,0,0,0,,
0.12712124,0,0,0,,
0.052918859,0,0,0,,
0.830394566,0,0,0,,
0.802215517,0,0,0,,
0.471179456,0,0,0,,
0.644648373,0,0,0,,
0.014127486,0,0,0,,
0.823560178,0,0,0,,
0.154676586,0,0,0,,
0.027943736,0,0,0,,
0.108063951,0,0,0,,
0.217688039,0,0,0,,
0.882258773,0,0,0,,
0.914562702,0,0,0,,
0.837698579,0,0,0,,
0.500473261,0,0,0,,
0.498906106,0,0,0,,
0.258907259,1,0,1,,
0.595624268,0,0,0,,
0.628449976,0,0,0,,
0.015283811,0,0,0,,
0.363718539,0,0,0,,
0.822005332,0,0,0,,
0.43986845,0,0,0,,
0.110651828,0,0,0,,
0.128696516,0,0,0,,
0.084578991,0,0,0,,
0.176675484,0,0,0,,
0.833055913,0,0,0,,
0.254205227,0,0,0,,
0.658081055,0,0,0,,
0.28277725,0,0,0,,
0.964871943,0,0,0,,
0.087629348,0,0,0,,
0.018993817,0,0,0,,
0.799990833,0,0,0,,
0.055645671,0,0,0,,
0.92072767,0,0,0,,
0.646504164,0,0,0,,
0.012931011,0,0,0,,
0.028877806,0,0,0,,
0.276190966,0,0,0,,
0.027544752,0,0,0,,
0.02868103,0,0,0,,
0.201798677,0,0,0,,
0.01258509,0,0,0,,
0.628449976,0,0,0,,
0.657442033,0,0,0,,
0.031652264,0,0,0,,
0.017584551,0,0,0,,
0.69086802,0,0,0,,
0.128696516,0,0,0,,
0.051778957,0,0,0,,
0.806173861,0,0,0,,
0.086705662,0,0,0,,
0.051036716,0,0,0,,
0.029493777,0,0,0,,
0.100144237,0,0,0,,
0.012931011,0,0,0,,
0.818656504,0,0,0,,
0.501988053,0,2,2,,
0.104227528,0,0,0,,
0.014127486,0,0,0,,
0.829973638,0,0,0,,
0.029920015,0,0,0,,
0.442203373,0,0,0,,
0.072702639,0,0,0,,
0.960004985,0,0,0,,
0.060682721,0,0,0,,
0.11110913,0,0,0,,
0.041822407,0,0,0,,
0.016336748,0,0,0,,
0.118989639,0,0,0,,
0.01258509,0,0,0,,
0.103319727,0,0,0,,
0.904237032,0,0,0,,
0.877254725,0,2,2,,
0.022359481,0,0,0,,
0.883657277,1,0,1,,
0.087258056,0,0,0,,
0.082516283,0,0,0,,
0.018993817,0,0,0,,
0.01258509,0,0,0,,
0.051036716,0,0,0,,
0.006007222,0,0,0,,
0.664382815,0,0,0,,
0.024495786,0,0,0,,
0.007962011,0,0,0,,
0.634723663,0,0,0,,
0.69086802,0,0,0,,
0.038904205,0,0,0,,
0.010155086,0,0,0,,
0.696761012,0,0,0,,
0.142032191,0,0,0,,
0.854476035,0,2,2,,
0.427060723,0,0,0,,
0.045444541,0,0,0,,
0.568793118,0,0,0,,
0.046122156,0,0,0,,
0.052861676,0,0,0,,
0.095053509,0,0,0,,
0.79703933,0,0,0,,
0.700014949,0,0,0,,
0.2821742,0,0,0,,
0.183630615,0,0,0,,
0.057321668,0,0,0,,
0.105204813,0,0,0,,
0.031335551,0,0,0,,
0.098347798,0,0,0,,
0.05238476,0,0,0,,
0.905196309,0,0,0,,
0.70171237,0,0,0,,
0.007463621,0,0,0,,
0.803426802,0,0,0,,
0.160124213,0,0,0,,
0.830394566,0,0,0,,
0.070486769,0,0,0,,
0.400266021,0,0,0,,
0.118989639,0,0,0,,
0.965181887,0,0,0,,
0.018993817,0,0,0,,
0.378768265,0,0,0,,
0.015028025,0,0,0,,
0.013251784,0,0,0,,
0.015756637,0,0,0,,
0.160510808,0,0,0,,
0.020391766,0,0,0,,
0.206359446,0,0,0,,
0.041800611,0,0,0,,
0.142496556,0,0,0,,
0.126352966,0,0,0,,
0.888703108,0,0,0,,
0.050936382,0,0,0,,
0.011471559,0,0,0,,
0.089404255,0,0,0,,
0.037885159,0,0,0,,
0.734454632,0,0,0,,
0.011996518,0,0,0,,
0.014127486,0,0,0,,
0.051036716,0,0,0,,
0.310346395,0,0,0,,
0.128696516,0,0,0,,
0.778043449,0,2,2,,
0.02868103,0,0,0,,
0.802215517,0,0,0,,
0.779140413,0,0,0,,
0.800070047,0,0,0,,
0.004349829,0,0,0,,
0.067660689,0,0,0,,
0.802215517,0,0,0,,
0.362089157,0,0,0,,
0.257182389,0,0,0,,
0.124625929,0,0,0,,
0.802215517,0,0,0,,
0.786312938,0,0,0,,
0.852642119,0,0,0,,
0.012931011,0,0,0,,
0.666839778,0,0,0,,
0.077789791,0,0,0,,
0.705486894,0,0,0,,
0.781706512,1,0,1,,
0.491710901,0,0,0,,
0.026099052,0,0,0,,
0.890553296,0,0,0,,
0.158333063,0,0,0,,
0.868284345,0,0,0,,
0.090560906,0,0,0,,
0.075453319,0,0,0,,
0.127438873,0,0,0,,
0.032500476,0,0,0,,
0.45012033,0,0,0,,
0.152739778,0,0,0,,
0.052131962,0,0,0,,
0.697165966,0,0,0,,
0.38711521,0,0,0,,
0.017584551,0,0,0,,
0.661102057,0,0,0,,
0.027819317,0,0,0,,
0.776486397,0,0,0,,
0.408969253,0,0,0,,
0.104947492,1,0,1,,
0.617009044,0,0,0,,
0.767002761,0,0,0,,
0.06892433,0,0,0,,
0.051036716,0,0,0,,
0.870700955,0,0,0,,
0.050936382,0,0,0,,
0.786312938,0,0,0,,
0.896730602,0,0,0,,
0.938421309,0,0,0,,
0.009202064,0,0,0,,
0.369244903,0,0,0,,
0.181297228,0,0,0,,
0.881533384,0,0,0,,
0.696761012,0,0,0,,
0.023146832,0,0,0,,
0.084287971,0,0,0,,
0.840257049,0,0,0,,
0.017570239,0,0,0,,
0.052131962,0,0,0,,
0.250391662,0,0,0,,
0.069838621,0,0,0,,
0.657250822,0,0,0,,
0.724170148,0,0,0,,
0.017584551,0,0,0,,
0.719209015,0,0,0,,
0.018493379,0,0,0,,
0.910739779,0,0,0,,
0.109613732,0,0,0,,
0.314177185,0,0,0,,
0.790518522,0,0,0,,
0.736189246,0,0,0,,
0.158333063,0,0,0,,
0.012626002,0,0,0,,
0.013554522,0,0,0,,
0.019495931,0,0,0,,
0.802215517,0,0,0,,
0.081356905,0,0,0,,
0.01467542,0,0,0,,
0.090999193,0,0,0,,
0.105051093,0,0,0,,
0.479353756,0,0,0,,
0.198035732,0,0,0,,
0.179838344,0,0,0,,
0.005003298,0,0,0,,
0.006640883,0,0,0,,
0.198496073,0,0,0,,
0.476796925,0,0,0,,
0.305495471,0,0,0,,
0.014127486,0,0,0,,
0.027290987,0,0,0,,
0.01954134,0,0,0,,
0.154362887,0,0,0,,
0.067651421,0,2,2,,
0.039357826,0,0,0,,
0.00985859,0,0,0,,
0.69086802,0,0,0,,
0.014077862,0,0,0,,
0.533546686,0,0,0,,
0.610972404,0,0,0,,
0.75415206,0,0,0,,
0.026102049,0,0,0,,
0.027537804,0,0,0,,
0.031103114,0,0,0,,
0.918867528,0,0,0,,
0.28091687,0,0,0,,
0.018993817,0,0,0,,
0.47414425,0,0,0,,
0.305296689,0,0,0,,
0.028168282,0,0,0,,
0.044015117,0,0,0,,
0.478539914,0,0,0,,
0.871554554,0,0,0,,
0.068477608,0,0,0,,
0.559734523,0,0,0,,
0.07205081,0,0,0,,
0.853329003,0,0,0,,
0.168349028,0,2,2,,
0.802032411,0,0,0,,
0.08748284,0,0,0,,
0.053821832,0,0,0,,
0.957672179,0,0,0,,
0.039732058,0,0,0,,
0.022602934,0,0,0,,
0.264410347,0,0,0,,
0.024495786,0,0,0,,
0.10890808,0,0,0,,
0.41176334,0,0,0,,
0.009033682,0,0,0,,
0.041485656,0,0,0,,
0.05555154,0,0,0,,
0.803964376,0,0,0,,
0.017584551,0,0,0,,
0.672413111,0,0,0,,
0.758294225,0,0,0,,
0.005785395,0,0,0,,
0.075277962,0,0,0,,
0.773335457,0,0,0,,
0.010064102,0,0,0,,
0.005543433,0,0,0,,
0.47374329,0,0,0,,
0.664153278,0,0,0,,
0.334896624,0,0,0,,
0.521791399,0,0,0,,
0.77798301,0,0,0,,
0.016824694,0,0,0,,
0.01954134,0,0,0,,
0.039393898,0,0,0,,
0.345838487,0,0,0,,
0.888525248,1,0,1,,
0.4973059,0,0,0,,
0.567906857,0,0,0,,
0.055645671,0,0,0,,
0.040225349,0,0,0,,
0.9023785,0,0,0,,
0.186086148,0,0,0,,
0.890939534,0,0,0,,
0.139960602,0,0,0,,
0.092009336,0,0,0,,
0.11110913,0,0,0,,
0.753057837,0,0,0,,
0.55061686,0,0,0,,
0.010777641,0,0,0,,
0.414930254,0,0,0,,
0.166256443,0,0,0,,
0.028588291,0,0,0,,
0.158333063,0,0,0,,
0.171141148,0,0,0,,
0.023538087,0,0,0,,
0.013463727,0,0,0,,
0.198388562,0,0,0,,
0.298567504,0,0,0,,
0.027537804,0,0,0,,
0.009678531,0,0,0,,
0.011656082,0,0,0,,
0.01467542,0,0,0,,
0.240052089,0,0,0,,
0.014705914,0,0,0,,
0.013789891,0,0,0,,
0.147655725,0,0,0,,
0.236977607,0,0,0,,
0.084756568,0,0,0,,
0.779863358,0,0,0,,
0.158333063,0,0,0,,
0.080621541,0,0,0,,
0.496293306,0,0,0,,
0.01258509,0,0,0,,
0.87691164,0,0,0,,
0.008962504,0,0,0,,
0.264224738,0,0,0,,
0.198257685,0,0,0,,
0.026290078,0,0,0,,
0.786312938,0,0,0,,
0.776486397,0,0,0,,
0.372738242,0,0,0,,
0.079171799,0,0,0,,
0.008547983,0,0,0,,
0.768749893,0,0,0,,
0.05897567,0,0,0,,
0.358240455,0,0,0,,
0.03205866,0,0,0,,
0.098702483,0,0,0,,
0.031103114,0,0,0,,
0.296448916,0,0,0,,
0.012931011,0,0,0,,
0.01467542,0,0,0,,
0.489603519,0,0,0,,
0.944399536,0,0,0,,
0.364018053,0,0,0,,
0.020644883,0,0,0,,
0.122318484,0,0,0,,
0.176785409,0,0,0,,
0.227731615,0,0,0,,
0.01258509,0,0,0,,
0.518900514,0,0,0,,
0.49176079,0,0,0,,
0.051195376,0,0,0,,
0.786312938,0,0,0,,
0.01258509,0,0,0,,
0.305657029,0,0,0,,
0.83620137,0,0,0,,
0.90145874,0,0,0,,
0.650669754,0,0,0,,
0.627736628,0,0,0,,
0.075049572,0,0,0,,
0.703590333,0,0,0,,
0.021272177,0,0,0,,
0.155760616,0,0,0,,
0.696761012,0,0,0,,
0.717736721,0,0,0,,
0.013136792,0,0,0,,
0.854862571,0,0,0,,
0.095053509,0,0,0,,
0.60453409,0,0,0,,
0.849258244,0,0,0,,
0.012716307,0,0,0,,
0.007920878,0,0,0,,
0.015198873,0,0,0,,
0.025647365,0,0,0,,
0.118989639,0,0,0,,
0.013886523,0,0,0,,
0.170735598,0,0,0,,
0.273074061,0,2,2,,
0.036604602,0,0,0,,
0.598546267,0,0,0,,
0.817674994,0,0,0,,
0.139105305,0,0,0,,
0.027537804,0,0,0,,
0.12712124,0,0,0,,
0.050936382,0,0,0,,
0.38711521,0,0,0,,
0.661178589,0,0,0,,
0.16534242,0,0,0,,
0.005330296,0,0,0,,
0.029031692,0,0,0,,
0.087964095,0,0,0,,
0.124684468,0,0,0,,
0.054595582,0,0,0,,
0.051036716,0,0,0,,
0.006320399,0,0,0,,
0.768904567,0,0,0,,
0.022951758,0,0,0,,
0.520912111,0,0,0,,
0.91182971,0,0,0,,
0.499274373,0,0,0,,
0.0067633,0,0,0,,
0.026753049,0,0,0,,
0.672756314,0,0,0,,
0.759768426,0,0,0,,
0.006591295,0,0,0,,
0.776486397,0,0,0,,
0.11110913,0,0,0,,
0.687242031,0,0,0,,
0.674595118,0,0,0,,
0.559734523,0,0,0,,
0.38711521,0,0,0,,
0.01456311,0,0,0,,
0.070337392,0,0,0,,
0.903213978,0,0,0,,
0.221863464,0,0,0,,
0.662997305,0,0,0,,
0.081663176,0,0,0,,
0.0228674,0,0,0,,
0.69086802,0,0,0,,
0.2154551,0,0,0,,
0.043232478,0,2,2,,
0.744645953,0,0,0,,
0.078009747,0,0,0,,
0.040425021,0,0,0,,
0.811483324,0,0,0,,
0.786312938,0,0,0,,
0.023772076,0,0,0,,
0.135395959,0,0,0,,
0.018993817,0,0,0,,
0.02868103,0,0,0,,
0.031977084,0,0,0,,
0.012931011,0,0,0,,
0.427814066,0,0,0,,
0.139668435,0,0,0,,
0.024869014,0,0,0,,
0.158333063,0,0,0,,
0.03832829,0,0,0,,
0.018242514,0,0,0,,
0.236977607,0,0,0,,
0.032884069,0,0,0,,
